北海道4区,,公認,,中村,裕之,なかむら,ひろゆき,,1961-02-23,前,２期,https://www.jimin.jp/news/activities/135811.html
北海道5区,,公認,,和田,義明,わだ,よしあき,,1971-10-10,前,１期,https://www.jimin.jp/news/activities/135811.html
北海道6区,,公認,,今津,寛,いまず,ひろし,,1946-09-30,前,７期,https://www.jimin.jp/news/activities/135811.html
北海道7区,,公認,,伊東,良孝,いとう,よしたか,,1948-11-24,前,３期,https://www.jimin.jp/news/activities/135811.html
北海道8区,,公認,,前田,一男,まえだ,かずお,,1966-05-27,前,２期,https://www.jimin.jp/news/activities/135811.html
北海道9区,,公認,,堀井,学,ほりい,まなぶ,,1972-02-19,前,２期,https://www.jimin.jp/news/activities/135811.html
北海道11区,,公認,,中川,郁子,なかがわ,ゆうこ,,1958-12-22,前,２期,https://www.jimin.jp/news/activities/135811.html
北海道12区,,公認,,武部,新,たけべ,あらた,,1970-07-20,前,２期,https://www.jimin.jp/news/activities/135811.html
青森1区,,公認,,津島,淳,つしま,じゅん,,1966-10-18,前,２期,https://www.jimin.jp/news/activities/135811.html
青森2区,,公認,,大島,理森,おおしま,ただもり,,1946-09-06,前,１１期,https://www.jimin.jp/news/activities/135811.html
青森3区,,公認,,木村,次郎,きむら,じろう,,1967-12-16,新,元県職員,https://www.jimin.jp/news/activities/135811.html
岩手1区,,公認,,高橋,比奈子,たかはし,ひなこ,,1958-01-19,前,２期,https://www.jimin.jp/news/activities/135811.html
岩手2区,,公認,,鈴木,俊一,すずき,しゅんいち,,1953-04-13,前,８期,https://www.jimin.jp/news/activities/135811.html
岩手3区,,公認,,藤原,崇,ふじわら,たかし,,1983-08-02,前,２期,https://www.jimin.jp/news/activities/135811.html
宮城1区,,公認,,土井,亨,どい,とおる,,1958-08-12,前,３期,https://www.jimin.jp/news/activities/135811.html
宮城2区,,公認,,秋葉,賢也,あきば,けんや,,1962-07-03,前,５期,https://www.jimin.jp/news/activities/135811.html
宮城3区,,公認,,西村,明宏,にしむら,あきひろ,,1960-07-16,前,４期,https://www.jimin.jp/news/activities/135811.html
宮城4区,,公認,,伊藤,信太郎,いとう,しんたろう,,1953-05-06,前,５期,https://www.jimin.jp/news/activities/135811.html
宮城5区,,公認,,勝沼,栄明,かつぬま,しげあき,,1974-11-26,前,２期,https://www.jimin.jp/news/activities/135811.html
宮城6区,,公認,,小野寺,五典,おのでら,いつのり,,1960-05-05,前,６期,https://www.jimin.jp/news/activities/135811.html
秋田1区,,公認,,冨樫,博之,とがし,ひろゆき,,1955-04-27,前,２期,https://www.jimin.jp/news/activities/135811.html
秋田2区,,公認,,金田,勝年,かねだ,かつとし,,1949-10-04,前,３期,https://www.jimin.jp/news/activities/135811.html
秋田3区,,公認,,御法川,信英,みのりかわ,のぶひで,,1964-05-25,前,４期,https://www.jimin.jp/news/activities/135811.html
山形1区,,公認,,遠藤,利明,えんどう,としあき,,1950-01-17,前,７期,https://www.jimin.jp/news/activities/135811.html
山形2区,,公認,,鈴木,憲和,すずき,のりかず,,1982-01-30,前,２期,https://www.jimin.jp/news/activities/135811.html
山形3区,,公認,,加藤,鮎子,かとう,あゆこ,,1979-04-19,前,１期,https://www.jimin.jp/news/activities/135811.html
福島1区,,公認,,亀岡,偉民,かめおか,よしたみ,,1955-09-10,前,３期,https://www.jimin.jp/news/activities/135811.html
福島2区,,公認,,根本,匠,ねもと,たくみ,,1951-03-07,前,７期,https://www.jimin.jp/news/activities/135811.html
福島3区,,公認,,上杉,謙太郎,うえすぎ,けんたろう,,1975-04-20,新,選挙区支部長,https://www.jimin.jp/news/activities/135811.html
福島4区,,公認,,菅家,一郎,かんけ,いちろう,,1955-05-20,前,２期,https://www.jimin.jp/news/activities/135811.html
福島5区,,公認,,吉野,正芳,よしの,まさよし,,1948-08-08,前,６期,https://www.jimin.jp/news/activities/135811.html
茨城1区,,公認,,田所,嘉徳,たどころ,よしのり,,1954-01-19,前,２期,https://www.jimin.jp/news/activities/135811.html
茨城2区,,公認,,額賀,福志郎,ぬかが,ふくしろう,,1944-01-11,前,１１期,https://www.jimin.jp/news/activities/135811.html
茨城3区,,公認,,葉梨,康弘,はなし,やすひろ,,1959-10-12,前,４期,https://www.jimin.jp/news/activities/135811.html
茨城4区,,公認,,梶山,弘志,かじやま,ひろし,,1955-10-18,前,６期,https://www.jimin.jp/news/activities/135811.html
茨城5区,,公認,,石川,昭政,いしかわ,あきまさ,,1972-09-18,前,２期,https://www.jimin.jp/news/activities/135811.html
茨城6区,,公認,,国光,文乃,くにみつ,あやの,,1979-03-20,新,元厚生労働省職員,https://www.jimin.jp/news/activities/135811.html
茨城7区,,公認,,永岡,桂子,ながおか,けいこ,,1953-12-08,前,４期,https://www.jimin.jp/news/activities/135811.html
栃木1区,,公認,,船田,元,ふなだ,はじめ,,1953-11-22,前,１１期,https://www.jimin.jp/news/activities/135811.html
栃木2区,,公認,,西川,公也,にしかわ,こうや,,1942-12-26,前,６期,https://www.jimin.jp/news/activities/135811.html
栃木3区,,公認,,簗,和生,やな,かずお,,1979-04-22,前,２期,https://www.jimin.jp/news/activities/135811.html
栃木4区,,公認,,佐藤,勉,さとう,つとむ,,1952-06-20,前,７期,https://www.jimin.jp/news/activities/135811.html
栃木5区,,公認,,茂木,敏充,もてぎ,としみつ,,1955-10-07,前,８期,https://www.jimin.jp/news/activities/135811.html
群馬1区,,公認,,尾身,朝子,おみ,あさこ,,1961-04-26,前,１期,https://www.jimin.jp/news/activities/135811.html
群馬2区,,公認,,井野,俊郎,いの,としろう,,1980-01-08,前,２期,https://www.jimin.jp/news/activities/135811.html
群馬3区,,公認,,笹川,博義,ささがわ,ひろよし,,1966-08-29,前,２期,https://www.jimin.jp/news/activities/135811.html
群馬4区,,公認,,福田,達夫,ふくだ,たつお,,1967-03-05,前,２期,https://www.jimin.jp/news/activities/135811.html
群馬5区,,公認,,小渕,優子,おぶち,ゆうこ,,1973-12-11,前,６期,https://www.jimin.jp/news/activities/135811.html
埼玉1区,,公認,,村井,英樹,むらい,ひでき,,1980-05-14,前,２期,https://www.jimin.jp/news/activities/135811.html
埼玉2区,,公認,,新藤,義孝,しんどう,よしたか,,1958-01-20,前,６期,https://www.jimin.jp/news/activities/135811.html
埼玉3区,,公認,,黄川田,仁志,きかわだ,ひとし,,1970-10-13,前,２期,https://www.jimin.jp/news/activities/135811.html
埼玉4区,,公認,,穂坂,泰,ほさか,やすし,,1974-02-17,新,志木市議会議員,https://www.jimin.jp/news/activities/135811.html
埼玉5区,,公認,,牧原,秀樹,まきはら,ひでき,,1971-06-04,前,３期,https://www.jimin.jp/news/activities/135811.html
埼玉6区,,公認,,中根,一幸,なかね,かずゆき,,1969-07-11,前,３期,https://www.jimin.jp/news/activities/135811.html
埼玉7区,,公認,,神山,佐市,かみやま,さいち,,1954-08-17,前,２期,https://www.jimin.jp/news/activities/135811.html
埼玉8区,,公認,,柴山,昌彦,しばやま,まさひこ,,1965-12-05,前,５期,https://www.jimin.jp/news/activities/135811.html
埼玉9区,,公認,,大塚,拓,おおつか,たく,,1973-06-14,前,３期,https://www.jimin.jp/news/activities/135811.html
埼玉10区,,公認,,山口,泰明,やまぐち,たいめい,,1948-11-10,前,６期,https://www.jimin.jp/news/activities/135811.html
埼玉12区,,公認,,野中,厚,のなか,あつし,,1976-11-17,前,２期,https://www.jimin.jp/news/activities/135811.html
埼玉13区,,公認,,土屋,品子,つちや,しなこ,,1952-02-09,前,６期,https://www.jimin.jp/news/activities/135811.html
埼玉14区,,公認,,三ツ林,裕巳,みつばやし,ひろみ,,1955-09-07,前,２期,https://www.jimin.jp/news/activities/135811.html
埼玉15区,,公認,,田中,良生,たなか,りょうせい,,1963-11-11,前,３期,https://www.jimin.jp/news/activities/135811.html
千葉1区,,公認,,門山,宏哲,かどやま,ひろあき,,1964-09-03,前,２期,https://www.jimin.jp/news/activities/135811.html
千葉2区,,公認,,小林,鷹之,こばやし,たかゆき,,1974-11-29,前,２期,https://www.jimin.jp/news/activities/135811.html
千葉3区,,公認,,松野,博一,まつの,ひろかず,,1962-09-13,前,６期,https://www.jimin.jp/news/activities/135811.html
千葉4区,,公認,,木村,哲也,きむら,てつや,,1969-07-06,新,選挙区支部長,https://www.jimin.jp/news/activities/135811.html
千葉5区,,公認,,薗浦,健太郎,そのうら,けんたろう,,1972-06-03,前,３期,https://www.jimin.jp/news/activities/135811.html
千葉6区,,公認,,渡辺,博道,わたなべ,ひろみち,,1950-08-03,前,６期,https://www.jimin.jp/news/activities/135811.html
千葉7区,,公認,,齋藤,健,さいとう,けん,,1959-06-14,前,３期,https://www.jimin.jp/news/activities/135811.html
千葉8区,,公認,,桜田,義孝,さくらだ,よしたか,,1949-12-20,前,６期,https://www.jimin.jp/news/activities/135811.html
千葉9区,,公認,,秋本,真利,あきもと,まさとし,,1975-08-10,前,２期,https://www.jimin.jp/news/activities/135811.html
千葉10区,,公認,,林,幹雄,はやし,もとお,,1947-01-03,前,８期,https://www.jimin.jp/news/activities/135811.html
千葉11区,,公認,,森,英介,もり,えいすけ,,1948-08-31,前,９期,https://www.jimin.jp/news/activities/135811.html
千葉12区,,公認,,浜田,靖一,はまだ,やすかず,,1955-10-21,前,８期,https://www.jimin.jp/news/activities/135811.html
千葉13区,,公認,,白須賀,貴樹,しらすか,たかき,,1975-03-16,前,２期,https://www.jimin.jp/news/activities/135811.html
神奈川1区,,公認,,松本,純,まつもと,じゅん,,1950-04-11,前,６期,https://www.jimin.jp/news/activities/135811.html
神奈川2区,,公認,,菅,義偉,すが,よしひで,,1948-12-06,前,７期,https://www.jimin.jp/news/activities/135811.html
神奈川3区,,公認,,小此木,八郎,おこのぎ,はちろう,,1965-06-22,前,７期,https://www.jimin.jp/news/activities/135811.html
神奈川4区,,公認,,山本,朋広,やまもと,ともひろ,,1975-06-20,前,３期,https://www.jimin.jp/news/activities/135811.html
神奈川5区,,公認,,坂井,学,さかい,まなぶ,,1965-09-04,前,３期,https://www.jimin.jp/news/activities/135811.html
神奈川7区,,公認,,鈴木,馨祐,すずき,けいすけ,,1977-02-09,前,３期,https://www.jimin.jp/news/activities/135811.html
神奈川8区,,公認,,三谷,英弘,みたに,ひでひろ,,1976-06-28,元,１期,https://www.jimin.jp/news/activities/135811.html
神奈川9区,,公認,,中山,展宏,なかやま,のりひろ,,1968-09-16,前,２期,https://www.jimin.jp/news/activities/135811.html
神奈川10区,,公認,,田中,和德,たなか,かずのり,,1949-01-21,前,７期,https://www.jimin.jp/news/activities/135811.html
神奈川11区,,公認,,小泉,進次郎,こいずみ,しんじろう,,1981-04-14,前,３期,https://www.jimin.jp/news/activities/135811.html
神奈川12区,,公認,,星野,剛士,ほしの,つよし,,1963-08-08,前,２期,https://www.jimin.jp/news/activities/135811.html
神奈川13区,,公認,,甘利,明,あまり,あきら,,1949-08-27,前,１１期,https://www.jimin.jp/news/activities/135811.html
神奈川14区,,公認,,赤間,二郎,あかま,じろう,,1968-03-27,前,３期,https://www.jimin.jp/news/activities/135811.html
神奈川15区,,公認,,河野,太郎,こうの,たろう,,1963-01-10,前,７期,https://www.jimin.jp/news/activities/135811.html
神奈川16区,,公認,,義家,弘介,よしいえ,ひろゆき,,1971-03-31,前,２期,https://www.jimin.jp/news/activities/135811.html
神奈川17区,,公認,,牧島,かれん,まきしま,かれん,,1976-11-01,前,２期,https://www.jimin.jp/news/activities/135811.html
神奈川18区,,公認,,山際,大志郎,やまぎわ,だいしろう,,1968-09-12,前,４期,https://www.jimin.jp/news/activities/135811.html
山梨1区,,公認,,中谷,真一,なかたに,しんいち,,1976-09-30,前,２期,https://www.jimin.jp/news/activities/135811.html
東京1区,,公認,,山田,美樹,やまだ,みき,,1974-03-15,前,２期,https://www.jimin.jp/news/activities/135811.html
東京2区,,公認,,辻,清人,つじ,きよと,,1979-09-07,前,２期,https://www.jimin.jp/news/activities/135811.html
東京3区,,公認,,石原,宏高,いしはら,ひろたか,,1964-06-19,前,３期,https://www.jimin.jp/news/activities/135811.html
東京4区,,公認,,平,将明,たいら,まさあき,,1967-02-21,前,４期,https://www.jimin.jp/news/activities/135811.html
東京5区,,公認,,若宮,健嗣,わかみや,けんじ,,1961-09-02,前,３期,https://www.jimin.jp/news/activities/135811.html
東京6区,,公認,,越智,隆雄,おち,たかお,,1964-02-27,前,３期,https://www.jimin.jp/news/activities/135811.html
東京7区,,公認,,松本,文明,まつもと,ふみあき,,1949-03-25,前,３期,https://www.jimin.jp/news/activities/135811.html
東京8区,,公認,,石原,伸晃,いしはら,のぶてる,,1957-04-19,前,９期,https://www.jimin.jp/news/activities/135811.html
東京9区,,公認,,菅原,一秀,すがわら,いっしゅう,,1962-01-07,前,５期,https://www.jimin.jp/news/activities/135811.html
東京10区,,公認,,鈴木,隼人,すずき,はやと,,1977-08-08,前,１期,https://www.jimin.jp/news/activities/135811.html
東京11区,,公認,,下村,博文,しもむら,はくぶん,,1954-05-23,前,７期,https://www.jimin.jp/news/activities/135811.html
東京13区,,公認,,鴨下,一郎,かもした,いちろう,,1949-01-16,前,８期,https://www.jimin.jp/news/activities/135811.html
東京14区,,公認,,松島,みどり,まつしま,みどり,,1956-07-15,前,５期,https://www.jimin.jp/news/activities/135811.html
東京15区,,公認,,秋元,司,あきもと,つかさ,,1971-10-23,前,２期,https://www.jimin.jp/news/activities/135811.html
東京16区,,公認,,大西,英男,おおにし,ひでお,男,1946-08-28,前,２期,https://www.jimin.jp/news/activities/135811.html
東京17区,,公認,,平沢,勝栄,ひらさわ,かつえい,男,1945-09-04,前,７期,https://www.jimin.jp/news/activities/135811.html
東京18区,,公認,,土屋,正忠,つちや,まさただ,男,1942-01-13,前,３期,https://www.jimin.jp/news/activities/135811.html
東京19区,,公認,,松本,洋平,まつもと,ようへい,男,1973-08-31,前,３期,https://www.jimin.jp/news/activities/135811.html
東京20区,,公認,,木原,誠二,きはら,せいじ,男,1970-06-08,前,３期,https://www.jimin.jp/news/activities/135811.html
東京21区,,公認,,小田原,潔,おだわら,きよし,男,1964-05-23,前,２期,https://www.jimin.jp/news/activities/135811.html
東京22区,,公認,,伊藤,達也,いとう,たつや,男,1961-07-06,前,７期,https://www.jimin.jp/news/activities/135811.html
東京23区,,公認,,小倉,將信,おぐら,まさのぶ,男,1981-05-30,前,２期,https://www.jimin.jp/news/activities/135811.html
東京24区,,公認,,萩生田,光一,はぎうだ,こういち,男,1963-08-31,前,４期,https://www.jimin.jp/news/activities/135811.html
東京25区,,公認,,井上,信治,いのうえ,しんじ,男,1969-10-07,前,５期,https://www.jimin.jp/news/activities/135811.html
新潟1区,,公認,,石﨑,徹,いしざき,とおる,男,1984-01-25,前,２期,https://www.jimin.jp/news/activities/135811.html
新潟2区,,公認,,細田,健一,ほそだ,けんいち,男,1964-07-11,前,２期,https://www.jimin.jp/news/activities/135811.html
新潟3区,,公認,,斎藤,洋明,さいとう,ひろあき,男,1976-12-08,前,２期,https://www.jimin.jp/news/activities/135811.html
新潟4区,,公認,,金子,恵美,かねこ,めぐみ,女,1978-02-27,前,２期,https://www.jimin.jp/news/activities/135811.html
新潟5区,,公認,,泉田,裕彦,いずみだ,ひろひこ,男,1962-09-15,新,元新潟県知事,https://www.jimin.jp/news/activities/135811.html
新潟6区,,公認,,髙鳥,修一,たかとり,しゅういち,男,1960-09-29,前,３期,https://www.jimin.jp/news/activities/135811.html
富山1区,,公認,,田畑,裕明,たばた,ひろあき,男,1973-01-02,前,２期,https://www.jimin.jp/news/activities/135811.html
富山2区,,公認,,宮腰,光寛,みやこし,みつひろ,男,1950-12-21,前,７期,https://www.jimin.jp/news/activities/135811.html
富山3区,,公認,,橘,慶一郎,たちばな,けいいちろう,男,1961-01-23,前,３期,https://www.jimin.jp/news/activities/135811.html
石川1区,,公認,,馳,浩,はせ,ひろし,男,1961-05-05,前,６期,https://www.jimin.jp/news/activities/135811.html
石川2区,,公認,,佐々木,紀,ささき,はじめ,男,1974-10-18,前,２期,https://www.jimin.jp/news/activities/135811.html
石川3区,,公認,,西田,昭二,にしだ,しょうじ,男,1969-05-01,新,県議会議員,https://www.jimin.jp/news/activities/135811.html
福井1区,,公認,,稲田,朋美,いなだ,ともみ,女,1959-02-20,前,４期,https://www.jimin.jp/news/activities/135811.html
福井2区,,公認,,髙木,毅,たかぎ,つよし,男,1956-01-16,前,６期,https://www.jimin.jp/news/activities/135811.html
長野1区,,公認,,小松,裕,こまつ,ゆたか,男,1961-12-03,前,２期,https://www.jimin.jp/news/activities/135811.html
長野2区,,公認,,務台,俊介,むたい,しゅんすけ,男,1956-07-03,前,２期,https://www.jimin.jp/news/activities/135811.html
長野3区,,公認,,木内,均,きうち,ひとし,男,1964-08-03,前,２期,https://www.jimin.jp/news/activities/135811.html
長野4区,,公認,,後藤,茂之,ごとう,しげゆき,男,1955-12-09,前,５期,https://www.jimin.jp/news/activities/135811.html
長野5区,,公認,,宮下,一郎,みやした,いちろう,男,1958-08-01,前,４期,https://www.jimin.jp/news/activities/135811.html
岐阜1区,,公認,,野田,聖子,のだ,せいこ,女,1960-09-03,前,８期,https://www.jimin.jp/news/activities/135811.html
岐阜2区,,公認,,棚橋,泰文,たなはし,やすふみ,男,1963-02-11,前,７期,https://www.jimin.jp/news/activities/135811.html
岐阜3区,,公認,,武藤,容治,むとう,ようじ,男,1955-10-18,前,３期,https://www.jimin.jp/news/activities/135811.html
岐阜4区,,公認,,金子,俊平,かねこ,しゅんぺい,男,1978-05-28,新,元衆議院議員秘書,https://www.jimin.jp/news/activities/135811.html
岐阜5区,,公認,,古屋,圭司,ふるや,けいじ,男,1952-11-01,前,９期,https://www.jimin.jp/news/activities/135811.html
静岡1区,,公認,,上川,陽子,かみかわ,ようこ,女,1953-03-01,前,５期,https://www.jimin.jp/news/activities/135811.html
静岡2区,,公認,,井林,辰憲,いばやし,たつのり,男,1976-07-18,前,２期,https://www.jimin.jp/news/activities/135811.html
静岡3区,,公認,,宮澤,博行,みやざわ,ひろゆき,男,1975-01-10,前,２期,https://www.jimin.jp/news/activities/135811.html
静岡4区,,公認,,望月,義夫,もちづき,よしお,男,1947-05-02,前,７期,https://www.jimin.jp/news/activities/135811.html
静岡5区,,公認,,吉川,赳,よしかわ,たける,男,1982-04-07,元,１期,https://www.jimin.jp/news/activities/135811.html
静岡6区,,公認,,勝俣,孝明,かつまた,たかあき,男,1976-04-07,前,２期,https://www.jimin.jp/news/activities/135811.html
静岡7区,,公認,,城内,実,きうち,みのる,男,1965-04-19,前,４期,https://www.jimin.jp/news/activities/135811.html
静岡8区,,公認,,塩谷,立,しおのや,りゅう,男,1950-02-18,前,８期,https://www.jimin.jp/news/activities/135811.html
愛知1区,,公認,,熊田,裕通,くまだ,ひろみち,男,1964-08-28,前,２期,https://www.jimin.jp/news/activities/135811.html
愛知2区,,公認,,田畑,毅,たばた,つよし,男,1972-05-02,前,２期,https://www.jimin.jp/news/activities/135811.html
愛知3区,,公認,,池田,佳隆,いけだ,よしたか,男,1966-06-20,前,２期,https://www.jimin.jp/news/activities/135811.html
愛知4区,,公認,,工藤,彰三,くどう,しょうぞう,男,1964-12-08,前,２期,https://www.jimin.jp/news/activities/135811.html
愛知5区,,公認,,神田,憲次,かんだ,けんじ,男,1963-02-19,前,２期,https://www.jimin.jp/news/activities/135811.html
愛知6区,,公認,,丹羽,秀樹,にわ,ひでき,男,1972-12-20,前,４期,https://www.jimin.jp/news/activities/135811.html
愛知7区,,公認,,鈴木,淳司,すずき,じゅんじ,男,1958-04-07,前,４期,https://www.jimin.jp/news/activities/135811.html
愛知8区,,公認,,伊藤,忠彦,いとう,ただひこ,男,1964-07-11,前,３期,https://www.jimin.jp/news/activities/135811.html
愛知9区,,公認,,長坂,康正,ながさか,やすまさ,男,1957-04-10,前,２期,https://www.jimin.jp/news/activities/135811.html
愛知10区,,公認,,江﨑,鐵磨,えさき,てつま,男,1943-09-17,前,６期,https://www.jimin.jp/news/activities/135811.html
愛知11区,,公認,,八木,哲也,やぎ,てつや,男,1947-08-10,前,２期,https://www.jimin.jp/news/activities/135811.html
愛知12区,,公認,,青山,周平,あおやま,しゅうへい,男,1977-04-28,前,２期,https://www.jimin.jp/news/activities/135811.html
愛知13区,,公認,,大見,正,おおみ,せい,男,1958-06-20,前,２期,https://www.jimin.jp/news/activities/135811.html
愛知14区,,公認,,今枝,宗一郎,いまえだ,そういちろう,男,1984-02-18,前,２期,https://www.jimin.jp/news/activities/135811.html
愛知15区,,公認,,根本,幸典,ねもと,ゆきのり,男,1965-02-21,前,２期,https://www.jimin.jp/news/activities/135811.html
三重1区,,公認,,田村,憲久,たむら,のりひさ,男,1964-12-15,前,７期,https://www.jimin.jp/news/activities/135811.html
三重2区,,公認,,川崎,二郎,かわさき,じろう,男,1947-11-15,前,１１期,https://www.jimin.jp/news/activities/135811.html
三重3区,,公認,,島田,佳和,しまだ,よしかず,男,1970-05-08,前,２期,https://www.jimin.jp/news/activities/135811.html
三重4区,,公認,,三ツ矢,憲生,みつや,のりお,男,1950-12-13,前,５期,https://www.jimin.jp/news/activities/135811.html
滋賀1区,,公認,,大岡,敏孝,おおおか,としたか,男,1972-04-16,前,２期,https://www.jimin.jp/news/activities/135811.html
滋賀2区,,公認,,上野,賢一郎,うえの,けんいちろう,男,1965-08-03,前,３期,https://www.jimin.jp/news/activities/135811.html
滋賀3区,,公認,,武村,展英,たけむら,のぶひで,男,1972-01-21,前,２期,https://www.jimin.jp/news/activities/135811.html
滋賀4区,,公認,,小寺,裕雄,こてら,ひろお,男,1960-09-18,新,県議会議員,https://www.jimin.jp/news/activities/135811.html
京都1区,,公認,,伊吹,文明,いぶき,ぶんめい,男,1938-01-09,前,１１期,https://www.jimin.jp/news/activities/135811.html
京都2区,,公認,,繁本,護,しげもと,まもる,男,1972-12-26,新,元国土交通省職員,https://www.jimin.jp/news/activities/135811.html
京都3区,,公認,,木村,弥生,きむら,やよい,女,1965-08-11,前,１期,https://www.jimin.jp/news/activities/135811.html
京都4区,,公認,,田中,英之,たなか,ひでゆき,男,1970-07-11,前,２期,https://www.jimin.jp/news/activities/135811.html
京都5区,,公認,,本田,太郎,ほんだ,たろう,男,1973-12-01,新,府議会議員,https://www.jimin.jp/news/activities/135811.html
京都6区,,公認,,安藤,裕,あんどう,ひろし,男,1965-03-28,前,２期,https://www.jimin.jp/news/activities/135811.html
大阪1区,,公認,,大西,宏幸,おおにし,ひろゆき,男,1967-07-15,前,１期,https://www.jimin.jp/news/activities/135811.html
大阪2区,,公認,,左藤,章,さとう,あきら,男,1951-07-12,前,４期,https://www.jimin.jp/news/activities/135811.html
大阪4区,,公認,,中山,泰秀,なかやま,やすひで,男,1970-10-14,前,４期,https://www.jimin.jp/news/activities/135811.html
大阪7区,,公認,,渡嘉敷,奈緒美,とかしき,なおみ,女,1962-07-16,前,３期,https://www.jimin.jp/news/activities/135811.html
大阪8区,,公認,,大塚,高司,おおつか,たかし,男,1964-09-11,前,３期,https://www.jimin.jp/news/activities/135811.html
大阪9区,,公認,,原田,憲治,はらだ,けんじ,男,1948-06-09,前,３期,https://www.jimin.jp/news/activities/135811.html
大阪10区,,公認,,大隈,和英,おおくま,かずひで,男,1969-08-23,前,１期,https://www.jimin.jp/news/activities/135811.html
大阪11区,,公認,,佐藤,ゆかり,さ,とう,女,1961-08-19,前,２期,https://www.jimin.jp/news/activities/135811.html
大阪12区,,公認,,北川,知克,きたがわ,ともかつ,男,1951-11-08,前,５期,https://www.jimin.jp/news/activities/135811.html
大阪13区,,公認,,宗清,皇一,むねきよ,こういち,男,1970-08-09,前,１期,https://www.jimin.jp/news/activities/135811.html
大阪14区,,公認,,長尾,敬,ながお,たかし,男,1962-11-29,前,２期,https://www.jimin.jp/news/activities/135811.html
大阪15区,,公認,,竹本,直一,たけもと,なおかず,男,1940-11-23,前,７期,https://www.jimin.jp/news/activities/135811.html
大阪17区,,公認,,岡下,昌平,おかした,しょうへい,男,1975-03-08,前,１期,https://www.jimin.jp/news/activities/135811.html
大阪18区,,公認,,神谷,昇,かみたに,のぼる,男,1949-04-12,前,１期,https://www.jimin.jp/news/activities/135811.html
大阪19区,,公認,,谷川,とむ,たにがわ,とむ,男,1976-04-27,前,１期,https://www.jimin.jp/news/activities/135811.html
兵庫1区,,公認,,盛山,正仁,もりやま,まさひと,男,1953-12-14,前,３期,https://www.jimin.jp/news/activities/135811.html
兵庫3区,,公認,,関,芳弘,せき,よしひろ,男,1965-06-07,前,３期,https://www.jimin.jp/news/activities/135811.html
兵庫4区,,公認,,藤井,比早之,ふじい,ひさゆき,男,1971-09-11,前,２期,https://www.jimin.jp/news/activities/135811.html
兵庫5区,,公認,,谷,公一,たに,こういち,男,1952-01-28,前,５期,https://www.jimin.jp/news/activities/135811.html
兵庫6区,,公認,,大串,正樹,おおぐし,まさき,男,1966-01-20,前,２期,https://www.jimin.jp/news/activities/135811.html
兵庫7区,,公認,,山田,賢司,やまだ,けんじ,男,1966-04-20,前,２期,https://www.jimin.jp/news/activities/135811.html
兵庫9区,,公認,,西村,康稔,にしむら,やすとし,男,1962-10-15,前,５期,https://www.jimin.jp/news/activities/135811.html
兵庫10区,,公認,,渡海,紀三朗,とかい,きさぶろう,男,1948-02-11,前,８期,https://www.jimin.jp/news/activities/135811.html
兵庫11区,,公認,,松本,剛明,まつもと,たけあき,男,1959-04-25,前,６期,https://www.jimin.jp/news/activities/135811.html
兵庫12区,,公認,,山口,壯,やまぐち,つよし,男,1954-10-03,前,５期,https://www.jimin.jp/news/activities/135811.html
